Date,Area,Operation_Cost_KES,Revenue_Collection_KES,Bill_Collection_Rate
2023-11-30,Kibera,49486.31,52907.95,0.92
2023-11-30,South B,51514.53,59573.0,0.85
2023-11-30,Kahawa,59976.13,63373.31,0.87
2023-11-30,Parklands,56285.37,67623.95,0.84
2023-12-01,Westlands,39874.56,43065.83,0.94
2023-12-01,Eastleigh,46183.7,51907.15,0.83
2023-12-01,Karen,49638.73,59084.43,0.86
2023-12-01,Kilimani,60209.68,70352.48,0.86
2023-12-01,Kibera,49529.26,55797.92,0.79
2023-12-01,South B,44711.74,51606.55,0.9
2023-12-01,Kahawa,43385.09,50364.38,0.84
2023-12-01,Parklands,45843.85,49720.02,0.89
2023-12-02,Westlands,53043.92,59638.63,0.87
2023-12-02,Eastleigh,44295.44,50520.9,0.83
2023-12-02,Karen,60106.19,64932.58,0.96
2023-12-02,Kilimani,49194.02,54055.93,0.84
2023-12-02,Kibera,43709.42,52067.2,0.85
2023-12-02,South B,53135.45,64292.88,0.84
2023-12-02,Kahawa,49536.25,55204.15,0.79
2023-12-02,Parklands,40855.86,41152.48,0.91
2023-12-03,Westlands,48370.17,55915.17,0.84
2023-12-03,Eastleigh,42111.7,48904.07,0.81
2023-12-03,Karen,52899.36,61629.22,0.85
2023-12-03,Kilimani,52370.42,53024.93,1.0
2023-12-03,Kibera,52200.64,60332.44,0.9
2023-12-03,South B,49304.12,54730.2,0.9
2023-12-03,Kahawa,48161.36,54442.74,0.87
2023-12-03,Parklands,46327.44,52528.22,0.77
2023-12-04,Westlands,54589.81,65892.18,0.9
2023-12-04,Eastleigh,57486.47,60674.5,0.84
2023-12-04,Karen,50627.14,56366.88,0.83
2023-12-04,Kilimani,45434.25,55304.97,0.81
2023-12-04,Kibera,58281.95,66277.13,0.86
2023-12-04,South B,52714.94,63470.04,0.72
2023-12-04,Kahawa,51795.7,57735.9,0.86
2023-12-04,Parklands,54702.52,58275.92,0.79
2023-12-05,Westlands,43078.75,45061.33,0.88
2023-12-05,Eastleigh,52524.24,61055.04,0.83
2023-12-05,Karen,47923.18,58106.47,0.9
2023-12-05,Kilimani,53760.94,53029.31,0.95
2023-12-05,Kibera,49540.28,55298.78,0.87
2023-12-05,South B,50822.65,55590.91,0.86
2023-12-05,Kahawa,53182.42,61700.75,0.91
2023-12-05,Parklands,44512.24,47606.52,0.89
2023-12-06,Westlands,42148.97,47017.32,0.81
2023-12-06,Eastleigh,52755.88,55397.36,0.83
2023-12-06,Karen,48547.88,54422.78,0.9
2023-12-06,Kilimani,55159.75,61686.32,0.79
2023-12-06,Kibera,62898.07,69154.1,0.86
2023-12-06,South B,51211.32,57766.28,0.81
2023-12-06,Kahawa,52192.86,63852.63,0.75
2023-12-06,Parklands,50161.57,51771.66,0.9
2023-12-07,Westlands,55705.67,61092.56,0.85
2023-12-07,Eastleigh,45595.23,43395.04,0.84
2023-12-07,Karen,48931.46,54206.13,0.69
2023-12-07,Kilimani,41373.21,41729.0,0.85
2023-12-07,Kibera,52926.33,54484.09,0.84
2023-12-07,South B,47105.51,58273.3,0.83
2023-12-07,Kahawa,47864.83,50351.9,0.75
2023-12-07,Parklands,53232.41,57899.93,0.83
2023-12-08,Westlands,50911.83,51036.14,0.94
2023-12-08,Eastleigh,40896.96,49913.21,0.85
2023-12-08,Karen,48068.5,55212.65,0.83
2023-12-08,Kilimani,54659.01,61492.15,0.89
2023-12-08,Kibera,55200.53,60371.17,0.9
2023-12-08,South B,52589.59,62671.43,0.83
2023-12-08,Kahawa,56828.5,59939.8,0.75
2023-12-08,Parklands,43175.89,46777.96,0.86
2023-12-09,Westlands,50079.74,57899.0,0.79
2023-12-09,Eastleigh,58622.23,69903.8,0.9
2023-12-09,Karen,56325.8,56555.22,0.88
2023-12-09,Kilimani,53701.98,62717.51,0.89
2023-12-09,Kibera,52222.68,59079.07,0.91
2023-12-09,South B,46883.23,52924.02,0.82
2023-12-09,Kahawa,49239.52,45856.68,0.81
2023-12-09,Parklands,47818.37,51524.09,0.83
2023-12-10,Westlands,44074.97,47750.48,0.9
2023-12-10,Eastleigh,48507.21,57693.66,0.91
2023-12-10,Karen,47064.77,53748.41,0.78
2023-12-10,Kilimani,44730.48,49752.07,0.88
2023-12-10,Kibera,58066.84,63549.04,0.86
2023-12-10,South B,50489.05,61676.45,0.92
2023-12-10,Kahawa,51923.38,60054.68,0.87
2023-12-10,Parklands,55373.87,64289.97,0.83
2023-12-11,Westlands,50497.22,56330.68,0.86
2023-12-11,Eastleigh,47460.98,53483.72,0.82
2023-12-11,Karen,47073.92,51653.35,0.86
2023-12-11,Kilimani,56128.35,64612.35,0.91
2023-12-11,Kibera,58863.23,62804.2,0.89
2023-12-11,South B,53756.11,60294.68,0.89
2023-12-11,Kahawa,50437.74,57932.87,0.78
2023-12-11,Parklands,50010.62,57564.37,0.9
2023-12-12,Westlands,45695.87,50250.95,0.8
2023-12-12,Eastleigh,48060.82,54094.19,0.9
2023-12-12,Karen,54518.84,61032.73,0.82
2023-12-12,Kilimani,49303.29,62611.11,0.78
2023-12-12,Kibera,43961.28,49077.7,0.89
2023-12-12,South B,54317.75,61038.47,0.77
2023-12-12,Kahawa,48902.04,48424.09,0.87
2023-12-12,Parklands,52278.99,57339.13,0.79
2023-12-13,Westlands,45905.26,45881.96,0.85
2023-12-13,Eastleigh,65841.2,72317.62,0.83
2023-12-13,Karen,51084.54,52628.36,0.79
2023-12-13,Kilimani,46905.37,54528.73,0.87
2023-12-13,Kibera,49203.31,56764.69,0.94
2023-12-13,South B,53680.85,55765.49,0.76
2023-12-13,Kahawa,41278.13,47944.0,0.81
2023-12-13,Parklands,54091.89,58172.54,0.87
2023-12-14,Westlands,53505.39,56400.87,0.89
2023-12-14,Eastleigh,46701.33,49473.97,0.89
2023-12-14,Karen,53160.47,60331.85,0.79
2023-12-14,Kilimani,48079.65,55281.37,0.96
2023-12-14,Kibera,59055.82,63460.47,0.82
2023-12-14,South B,58649.67,67097.87,0.83
2023-12-14,Kahawa,50633.41,51838.06,0.9
2023-12-14,Parklands,56999.22,68690.06,0.91
2023-12-15,Westlands,48398.02,56292.67,0.92
2023-12-15,Eastleigh,54725.45,63506.81,0.86
2023-12-15,Karen,45470.68,55728.68,0.85
2023-12-15,Kilimani,56071.01,70989.85,0.9
2023-12-15,Kibera,55874.52,58343.35,0.81
2023-12-15,South B,56324.87,60226.89,0.78
2023-12-15,Kahawa,41696.06,45486.98,0.84
2023-12-15,Parklands,54989.39,57227.84,0.92
2023-12-16,Westlands,43936.93,45163.31,0.86
2023-12-16,Eastleigh,50265.7,57437.52,0.79
2023-12-16,Karen,51765.33,51554.12,0.74
2023-12-16,Kilimani,59140.11,69372.88,0.85
2023-12-16,Kibera,39887.07,42887.61,0.87
2023-12-16,South B,47698.88,57547.81,0.88
2023-12-16,Kahawa,45384.2,45441.9,0.89
2023-12-16,Parklands,54205.14,62560.55,0.93
2023-12-17,Westlands,52288.35,58097.5,0.89
2023-12-17,Eastleigh,56173.92,64582.17,0.85
2023-12-17,Karen,54841.38,60942.49,0.83
2023-12-17,Kilimani,50607.35,54871.47,0.85
2023-12-17,Kibera,45769.53,53547.42,0.86
2023-12-17,South B,53552.64,60854.46,0.8
2023-12-17,Kahawa,56615.89,61731.88,0.83
2023-12-17,Parklands,51072.42,57211.93,0.98
2023-12-18,Westlands,52982.45,56873.41,0.94
2023-12-18,Eastleigh,41849.14,44932.15,0.82
2023-12-18,Karen,49978.59,56351.01,0.87
2023-12-18,Kilimani,52085.94,59687.56,0.85
2023-12-18,Kibera,56447.93,56460.56,0.72
2023-12-18,South B,53703.71,58186.44,0.94
2023-12-18,Kahawa,55213.24,63123.8,0.83
2023-12-18,Parklands,53379.19,57608.6,0.85
2023-12-19,Westlands,48368.54,54261.98,0.84
2023-12-19,Eastleigh,55003.42,62397.25,0.82
2023-12-19,Karen,47762.93,48835.13,0.75
2023-12-19,Kilimani,54663.9,59138.13,0.79
2023-12-19,Kibera,52222.19,55256.57,0.85
2023-12-19,South B,43538.97,49947.48,0.85
2023-12-19,Kahawa,52498.67,56551.64,0.86
2023-12-19,Parklands,42723.16,53525.42,0.87
2023-12-20,Westlands,58537.47,63671.39,0.8
2023-12-20,Eastleigh,47542.28,52398.82,0.84
2023-12-20,Karen,59307.81,62236.29,0.82
2023-12-20,Kilimani,53565.02,53665.02,0.85
2023-12-20,Kibera,50708.6,57461.35,0.87
2023-12-20,South B,59938.69,62785.2,0.82
2023-12-20,Kahawa,53047.25,59397.8,0.87
2023-12-20,Parklands,42974.24,53579.0,0.87
2023-12-21,Westlands,42089.53,48181.36,0.79
2023-12-21,Eastleigh,54645.65,55710.5,0.9
2023-12-21,Karen,43896.1,45725.2,0.86
2023-12-21,Kilimani,46941.71,50178.92,0.77
2023-12-21,Kibera,48351.21,56205.87,0.94
2023-12-21,South B,54137.8,62232.03,0.77
2023-12-21,Kahawa,49856.24,52979.48,0.77
2023-12-21,Parklands,43639.46,50116.38,0.82
2023-12-22,Westlands,42624.83,45337.5,0.86
2023-12-22,Eastleigh,46628.74,47857.13,0.8
2023-12-22,Karen,54422.3,52786.34,0.84
2023-12-22,Kilimani,49424.25,52185.45,0.8
2023-12-22,Kibera,54917.15,64181.71,0.86
2023-12-22,South B,47283.15,52594.01,0.87
2023-12-22,Kahawa,49440.65,56018.14,0.83
2023-12-22,Parklands,34243.47,37408.52,0.88
2023-12-23,Westlands,50153.29,56539.74,0.84
2023-12-23,Eastleigh,49035.07,54728.27,0.95
2023-12-23,Karen,54211.41,62405.38,0.86
2023-12-23,Kilimani,43341.4,51345.12,0.9
2023-12-23,Kibera,51829.63,57124.02,0.88
2023-12-23,South B,48844.49,56284.31,0.81
2023-12-23,Kahawa,40449.74,41538.79,0.86
2023-12-23,Parklands,48491.31,53117.22,0.79
2023-12-24,Westlands,51509.68,53447.52,0.87
2023-12-24,Eastleigh,42926.19,45093.2,0.8
2023-12-24,Karen,52868.99,56832.97,0.87
2023-12-24,Kilimani,55702.12,67995.63,0.86
2023-12-24,Kibera,44490.27,52780.14,0.93
2023-12-24,South B,49700.79,59179.29,0.87
2023-12-24,Kahawa,41704.09,44372.52,0.82
2023-12-24,Parklands,48181.59,50317.25,0.8
2023-12-25,Westlands,56729.67,56282.4,0.81
2023-12-25,Eastleigh,53105.25,56756.95,0.87
2023-12-25,Karen,47993.08,54396.95,0.8
2023-12-25,Kilimani,40707.33,43920.32,0.76
2023-12-25,Kibera,49665.66,51210.98,0.79
2023-12-25,South B,57360.16,64403.51,0.77
2023-12-25,Kahawa,49758.46,54520.75,0.75
2023-12-25,Parklands,51738.26,60375.1,0.83
2023-12-26,Westlands,48539.69,51878.34,0.87
2023-12-26,Eastleigh,48752.69,53207.43,0.81
2023-12-26,Karen,60206.67,65512.4,0.89
2023-12-26,Kilimani,51327.33,48177.04,0.83
2023-12-26,Kibera,44235.12,51688.2,0.79
2023-12-26,South B,52474.1,61382.73,0.86
2023-12-26,Kahawa,50018.88,53983.67,0.84
2023-12-26,Parklands,43299.51,48346.58,0.9
2023-12-27,Westlands,45638.05,50484.58,0.84
2023-12-27,Eastleigh,51563.22,55179.45,0.77
2023-12-27,Karen,44398.82,42370.01,0.89
2023-12-27,Kilimani,51988.29,57397.94,0.82
2023-12-27,Kibera,49189.66,54263.44,0.82
2023-12-27,South B,47584.03,56630.55,0.79
2023-12-27,Kahawa,54964.34,54965.26,0.93
2023-12-27,Parklands,38052.0,43198.55,0.82
2023-12-28,Westlands,49164.89,53895.1,0.88
2023-12-28,Eastleigh,40192.13,44331.86,0.86
2023-12-28,Karen,46693.49,51259.24,0.82
2023-12-28,Kilimani,52773.86,59563.59,0.86
2023-12-28,Kibera,53311.94,63231.54,0.8
2023-12-28,South B,61110.66,69088.85,0.82
2023-12-28,Kahawa,61498.02,66296.19,0.79
2023-12-28,Parklands,47450.88,50712.64,0.9
2023-12-29,Westlands,49436.06,54948.46,0.85
2023-12-29,Eastleigh,55830.65,60522.25,0.84
2023-12-29,Karen,46556.6,50171.92,0.88
2023-12-29,Kilimani,53643.28,65202.82,0.84
2023-12-29,Kibera,48681.16,55049.41,0.83
2023-12-29,South B,46796.36,52694.26,0.83
2023-12-29,Kahawa,48552.38,55561.87,0.87
2023-12-29,Parklands,60002.65,69898.18,0.81
2023-12-30,Westlands,48001.19,48757.99,0.8
2023-12-30,Eastleigh,56311.12,61207.11,0.78
2023-12-30,Karen,40263.96,40640.03,0.81
2023-12-30,Kilimani,50018.59,53981.3,0.88
2023-12-30,Kibera,45320.85,53692.49,0.84
2023-12-30,South B,52291.5,56014.0,0.9
2023-12-30,Kahawa,43363.85,44438.98,0.8
2023-12-30,Parklands,55879.67,60885.92,0.8
2023-12-31,Westlands,49017.97,54712.88,0.8
2023-12-31,Eastleigh,50797.82,55682.22,0.82
2023-12-31,Karen,43668.31,50775.56,0.83
2023-12-31,Kilimani,35326.5,39853.28,0.87
2023-12-31,Kibera,54664.63,61872.72,0.86
2023-12-31,South B,47565.64,51063.66,0.88
2023-12-31,Kahawa,49216.11,49785.88,0.83
2023-12-31,Parklands,49728.76,48515.77,0.89
